English Text,Screen/Context,Notes
⚠️ No XP data found for city: $city,Leaderboard Service (Common/Shared),"String Literal, Contains variable placeholder"
✅ Fetched ${entries.length} city leaderboard entries for $city,Leaderboard Service (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error fetching city leaderboard: $e,Leaderboard Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
Unknown User,Leaderboard Service (Common/Shared),"String Literal, Likely button label - keep concise"
⚠️ Could not fetch user profile for ${userXP.userId}: $e,Leaderboard Service (Common/Shared),"String Literal, Contains variable placeholder"
).doc(userId).get(); if (!userXPDoc.exists) { log(,Leaderboard Service (Common/Shared),"String Literal, Contains variable placeholder"
", isGreaterThan: totalXP) .get(); final rank = snapshot.docs.length + 1; log(",Leaderboard Service (Common/Shared),String Literal
); return rank; } catch (e) { log(,Leaderboard Service (Common/Shared),"String Literal, Contains variable placeholder"
); return null; } } /// Get user,Leaderboard Service (Common/Shared),String Literal
⚠️ No XP data found for user: $userId,Leaderboard Service (Common/Shared),"String Literal, Contains variable placeholder"
📊 User $userId country rank ($country): $rank,Leaderboard Service (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error getting user country rank: $e,Leaderboard Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
", isEqualTo: city) .where(",Leaderboard Service (Common/Shared),String Literal
", isEqualTo: country) .orderBy(",Leaderboard Service (Common/Shared),String Literal
); } } catch (e) { log(,Leaderboard Service (Common/Shared); Respiratory Data Service (Common/Shared); Heart Rate Service (Common/Shared),"String Literal, Contains variable placeholder"
", isEqualTo: city) .orderBy(",Leaderboard Service (Common/Shared),String Literal
) .doc(userXP.userId) .get(); if (userDoc.exists) { final userData = userDoc.data(); final userName = userData?[,Leaderboard Service (Common/Shared),"String Literal, Contains variable placeholder"
] ?? userData?[,Leaderboard Service (Common/Shared),"String Literal, Likely button label - keep concise"
"; // Check if name matches query (case insensitive) if (userName.toLowerCase().contains(query.toLowerCase())) { final entry = LeaderboardEntry.fromUserXP( userXP, userName: userName, profilePicture: userData?[",Leaderboard Service (Common/Shared),"String Literal, Contains variable placeholder"
"], rank: rank, ); entries.add(entry); if (entries.length >= limit) break; } } rank++; } log(",Leaderboard Service (Common/Shared),String Literal
); return entries; } catch (e) { log(,Leaderboard Service (Common/Shared),"String Literal, Contains variable placeholder"
).get(); if (snapshot.docs.isEmpty) { return {,Leaderboard Service (Common/Shared),"String Literal, Contains variable placeholder"
] ?? 0; final races = data[,Leaderboard Service (Common/Shared),String Literal
": totalUsers,",Leaderboard Service (Common/Shared),"String Literal, Likely button label - keep concise"
": totalXP,",Leaderboard Service (Common/Shared),"String Literal, Likely button label - keep concise"
": (totalXP / totalUsers).round(),",Leaderboard Service (Common/Shared),String Literal
": highestXP,",Leaderboard Service (Common/Shared),"String Literal, Likely button label - keep concise"
": totalRacesCompleted, }; } catch (e) { log(",Leaderboard Service (Common/Shared),"String Literal, Contains variable placeholder, Success message"
) .get(); if (allUsersSnapshot.docs.isEmpty) { log(,Leaderboard Service (Common/Shared),"String Literal, Contains variable placeholder"
); return []; } log(,Leaderboard Service (Common/Shared),String Literal
]; // Get XP data (0 if user hasn,Leaderboard Service (Common/Shared),String Literal
✅ Fetched ${paginatedEntries.length} season leaderboard entries (${rankedEntries.length} total users),Leaderboard Service (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error fetching season leaderboard: $e,Leaderboard Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
📊 Fetching friends season leaderboard for: $seasonId,Leaderboard Service (Common/Shared),"String Literal, Contains variable placeholder"
⚠️ No friends found for user: $userId,Leaderboard Service (Common/Shared),"String Literal, Contains variable placeholder"
✅ Fetched ${entries.length} friends season leaderboard entries,Leaderboard Service (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error fetching friends season leaderboard: $e,Leaderboard Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
${_getRaceAdjective(random)} $raceType ${index + 1},Race Service (Common/Shared),"AppBar Title, Contains variable placeholder"
location,Race Service (Common/Shared); Snackbar Utils (Common/Shared),"String Literal, Likely button label - keep concise"
$location\uf8ff,Race Service (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
Distance Race,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
Time Trial,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
Calorie Burn,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
Mixed Challenge,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
7 days,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
14 days,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
30 days,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
3 days,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
21 days,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
system,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
Ultimate,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
Epic,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
Challenge,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
Power,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
Elite,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
Champion,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
Victory,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
Thunder,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
Lightning,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
Blaze,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
Titan,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
Phoenix,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
Storm,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
Central Park,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
Stadium Area,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
City Center,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
Riverside,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
Mall Road,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
Garden Area,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
Tech Park,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
University Area,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
Market Square,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
", userName: botName, distance: 0.0, remainingDistance: totalDistance, rank: 1, // Will be updated when race starts steps: 0, status:",Race Service (Common/Shared),String Literal
", isGreaterThanOrEqualTo: city) .where(",Race Service (Common/Shared),String Literal
) .doc(targetUserId) .get(); if (participantDoc.exists) { return ApiResponse.error(,Race Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
); } // Check if race is full final maxParticipants = raceData[,Race Service (Common/Shared),String Literal
).doc(targetUserId).get(); final userData = userDoc.data() ?? {}; final userName = userData[,Race Service (Common/Shared),"String Literal, Contains variable placeholder"
; // Get race distance for participant initialization final totalDistance = (raceData[,Race Service (Common/Shared),String Literal
Unknown Race,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
: raceData[,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
"); // If race is active or scheduled, start step tracking for target user (if they",Race Service (Common/Shared),String Literal
✅ Started persistent step tracking for race $raceId after joining,Race Service (Common/Shared),"String Literal, Contains variable placeholder"
⚠️ Could not start persistent step tracking for race $raceId,Race Service (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error starting step tracking after joining race: $e,Race Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
); return ApiResponse.error(,Race Service (Common/Shared),"String Literal, Likely button label - keep concise, Error message"
; case 2: return,Race Service (Common/Shared); Notification Helpers (Common/Shared),String Literal
) .doc(userId) .get(); if (participantDoc.exists) { return ApiResponse.error(,Race Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
).doc(userId).get(); final userData = userDoc.data() ?? {}; final userName = userData[,Race Service (Common/Shared),"String Literal, Contains variable placeholder"
"); // If race is active or scheduled, start step tracking // if (raceStatus ==",Race Service (Common/Shared),String Literal
|| raceStatus ==,Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
); // // Don,Race Service (Common/Shared),String Literal
Failed to join race: $e,Race Service (Common/Shared); Race Repository (Common/Shared),"String Literal, Contains variable placeholder, Error message"
Invalid race ID,Race Service (Common/Shared),"String Literal, Likely button label - keep concise, Error message"
Race started successfully!,Race Service (Common/Shared); Race Repository (Common/Shared),"String Literal, Likely button label - keep concise, Success message"
Failed to start race: $e,Race Service (Common/Shared); Race Repository (Common/Shared),"String Literal, Contains variable placeholder, Error message"
Race ended successfully!,Race Service (Common/Shared); Race Repository (Common/Shared),"String Literal, Likely button label - keep concise, Success message"
❌ Error ending race: $e,Race Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
Failed to end race: $e,Race Service (Common/Shared); Race Repository (Common/Shared),"String Literal, Contains variable placeholder, Error message"
": distance,",Race Service (Common/Shared); Race Data Model (Common/Shared); Participants Race Model (Common/Shared),"String Literal, Likely button label - keep concise"
": steps,",Race Service (Common/Shared); Race Data Model (Common/Shared); Step Calculation Helper (Common/Shared),"String Literal, Likely button label - keep concise"
": calories,",Race Service (Common/Shared); Race Data Model (Common/Shared); Participants Race Model (Common/Shared); Step Calculation Helper (Common/Shared),"String Literal, Likely button label - keep concise"
": avgSpeed,",Race Service (Common/Shared); Race Data Model (Common/Shared); Participants Race Model (Common/Shared),"String Literal, Likely button label - keep concise"
); } // ✅ FIX: Update ALL participants,Race Service (Common/Shared),String Literal
"s full data // NOTE: Only update progress fields, don",Race Service (Common/Shared),String Literal
"✅ Updated participant real-time data: $userId, Distance: ${distance}km, Steps: $steps",Race Service (Common/Shared),"String Literal, Contains variable placeholder"
": leaderPreview,",Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
Failed to leave race: $e,Race Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
✅ Race $raceId status updated to: $newStatus,Race Service (Common/Shared),"String Literal, Contains variable placeholder"
⚠️ Skipping completion check - race status is $currentStatus (not active/ending),Race Service (Common/Shared),"String Literal, Contains variable placeholder"
🏁 Participant completion detected! $userId completed ${participantDistance}km of ${totalDistance}km,Race Service (Common/Shared),"String Literal, Contains variable placeholder, Success message"
Current race status: $currentStatus,Race Service (Common/Shared),"String Literal, Contains variable placeholder"
"⚠️ Participant $userId already marked as completed, skipping",Race Service (Common/Shared),"String Literal, Contains variable placeholder, Success message"
Participants already completed: $completedCount,Race Service (Common/Shared),"String Literal, Contains variable placeholder, Success message"
Set finish order for $userId: $finishOrder,Race Service (Common/Shared),"String Literal, Contains variable placeholder"
); } // 🎉 Show celebration dialog ONLY for the user who completed (not for organizer or other participants) final currentUserId = _auth.currentUser?.uid; if (currentUserId == userId) { // Check if we,Race Service (Common/Shared),"String Literal, Contains variable placeholder, Success message"
"⏭️ Celebration dialog already shown for $userId in race $raceId, skipping",Race Service (Common/Shared),"String Literal, Contains variable placeholder"
); final raceName = freshRaceData[,Race Service (Common/Shared),String Literal
; final currentRank = participantData[,Race Service (Common/Shared),String Literal
] ?? finishOrder; // Extract participant stats for display final distance = (participantData[,Race Service (Common/Shared),String Literal
); // Navigate to home screen after celebration // Use Get.offAllNamed to clear all navigation stack and go to home try { Get.offAllNamed(,Race Service (Common/Shared),"String Literal, Contains variable placeholder"
"); // Get race duration - prefer minutes, fallback to hours converted to minutes final durationMins = freshRaceData[",Race Service (Common/Shared),String Literal
", isGreaterThanOrEqualTo: location) .where(",Race Service (Common/Shared),String Literal
Background Step Sync,Background Step Sync Service (Common/Shared),"String Literal, Likely button label - keep concise"
); return; } try { dev.log(,Background Step Sync Service (Common/Shared); Race Step Sync Service (Common/Shared),"String Literal, Contains variable placeholder"
); dev.log(,Background Step Sync Service (Common/Shared); Race Step Sync Service (Common/Shared),"String Literal, Likely button label - keep concise"
); } } else { dev.log(,Background Step Sync Service (Common/Shared),"String Literal, Contains variable placeholder"
); } _isInitialized = true; dev.log(,Background Step Sync Service (Common/Shared); Race Step Sync Service (Common/Shared),String Literal
); } catch (e) { dev.log(,Background Step Sync Service (Common/Shared); Race Step Sync Service (Common/Shared),"String Literal, Contains variable placeholder"
); if (isRunning.value) { dev.log(,Background Step Sync Service (Common/Shared),"String Literal, Contains variable placeholder"
); return true; } try { dev.log(,Background Step Sync Service (Common/Shared),"String Literal, Contains variable placeholder"
); // 1. Check and request permissions dev.log(,Background Step Sync Service (Common/Shared),String Literal
); if (!hasPermissions) { dev.log(,Background Step Sync Service (Common/Shared),"String Literal, Contains variable placeholder"
); hasError.value = true; errorMessage.value =,Background Step Sync Service (Common/Shared),"String Literal, Error message"
Allow all the time,Background Step Sync Service (Common/Shared),String Literal
; // Do NOT set background sync enabled to false - let user retry return false; } dev.log(,Background Step Sync Service (Common/Shared),String Literal
); } else { dev.log(,Background Step Sync Service (Common/Shared); Race Step Sync Service (Common/Shared),"String Literal, Contains variable placeholder"
); // Update stats syncCount.value++; lastSyncTime.value = _formatTime(DateTime.now()); hasError.value = false; final duration = DateTime.now().difference(startTime); dev.log(,Background Step Sync Service (Common/Shared),"String Literal, Error message"
📍 [BG_SYNC] Location update received (app still alive),Background Step Sync Service (Common/Shared),String Literal
❌ [BG_SYNC] Location error: $error,Background Step Sync Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
✅ [BG_SYNC] Location tracking started,Background Step Sync Service (Common/Shared),String Literal
❌ [BG_SYNC] Location tracking error: $e,Background Step Sync Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
⏰ [BG_SYNC] Sync timer triggered,Background Step Sync Service (Common/Shared),String Literal
🔐 [BG_SYNC] Checking permissions...,Background Step Sync Service (Common/Shared),String Literal
🔐 [BG_SYNC] Checking if background location is already granted...,Background Step Sync Service (Common/Shared),String Literal
🔐 [BG_SYNC] Background location permission status: $hasBackgroundLocation,Background Step Sync Service (Common/Shared),"String Literal, Contains variable placeholder"
✅ [BG_SYNC] Background location already granted,Background Step Sync Service (Common/Shared),String Literal
🔐 [BG_SYNC] Requesting unrestricted background execution...,Background Step Sync Service (Common/Shared),String Literal
🔐 [BG_SYNC] Unrestricted background execution result: $granted,Background Step Sync Service (Common/Shared),"String Literal, Contains variable placeholder"
❌ [BG_SYNC] Background permissions denied,Background Step Sync Service (Common/Shared),String Literal
✅ [BG_SYNC] All permissions granted,Background Step Sync Service (Common/Shared),String Literal
❌ [BG_SYNC] Permission error: $e,Background Step Sync Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
❌ [BG_SYNC] Stack trace: $stackTrace,Background Step Sync Service (Common/Shared),"String Literal, Contains variable placeholder"
Keeps step tracking active in background,Background Step Sync Service (Common/Shared),String Literal
✅ [BG_SYNC] Notifications initialized,Background Step Sync Service (Common/Shared),String Literal
❌ [BG_SYNC] Notification init error: $e,Background Step Sync Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
"t be dismissed autoCancel: false, showWhen: true, icon:",Background Step Sync Service (Common/Shared),String Literal
", notificationDetails, ); dev.log(",Background Step Sync Service (Common/Shared),String Literal
", importance: Importance.low, priority: Priority.low, ongoing: true, autoCancel: false, showWhen: true, icon:",Background Step Sync Service (Common/Shared),String Literal
", notificationDetails, ); } catch (e) { dev.log(",Background Step Sync Service (Common/Shared),"String Literal, Contains variable placeholder"
); return,Background Step Sync Service (Common/Shared); Race Step Sync Service (Common/Shared),"String Literal, Likely button label - keep concise"
ℹ️ [RESPIRATORY_DATA] Skipping health permission for guest user,Respiratory Data Service (Common/Shared),String Literal
❌ [RESPIRATORY_DATA] Neither blood oxygen nor respiratory rate data available on this device,Respiratory Data Service (Common/Shared),String Literal
"⚠️ [RESPIRATORY_DATA] Respiratory data permissions not granted, requesting...",Respiratory Data Service (Common/Shared),String Literal
❌ [RESPIRATORY_DATA] Respiratory data permissions denied by user,Respiratory Data Service (Common/Shared),String Literal
💡 [RESPIRATORY_DATA] User can enable permissions in Health Connect/HealthKit app,Respiratory Data Service (Common/Shared),String Literal
✅ [RESPIRATORY_DATA] Respiratory data permissions granted successfully,Respiratory Data Service (Common/Shared),"String Literal, Success message"
❌ [RESPIRATORY_DATA] Error requesting permissions: $permissionError,Respiratory Data Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
💡 [RESPIRATORY_DATA] This might be due to Health Connect/HealthKit not being installed or configured,Respiratory Data Service (Common/Shared),String Literal
❌ [RESPIRATORY_DATA] Error fetching initial respiratory data: $e,Respiratory Data Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
); } // Calculate average blood oxygen from recent data _calculateAverageBloodOxygen(bloodOxygenData); } else { log(,Respiratory Data Service (Common/Shared),"String Literal, Contains variable placeholder"
); // Set demo values for testing when no data is available currentBloodOxygen.value = _generateDemoBloodOxygen(); averageBloodOxygen.value = currentBloodOxygen.value; } } catch (e) { log(,Respiratory Data Service (Common/Shared),"String Literal, Contains variable placeholder"
); } // Calculate average respiratory rate from recent data _calculateAverageRespiratoryRate(respiratoryRateData); } else { log(,Respiratory Data Service (Common/Shared),"String Literal, Contains variable placeholder"
); // Set demo values for testing when no data is available currentRespiratoryRate.value = _generateDemoRespiratoryRate(); averageRespiratoryRate.value = currentRespiratoryRate.value; } } catch (e) { log(,Respiratory Data Service (Common/Shared),"String Literal, Contains variable placeholder"
; if (currentBloodOxygen.value == 0) return,Respiratory Data Service (Common/Shared),String Literal
; if (currentRespiratoryRate.value == 0) return,Respiratory Data Service (Common/Shared),String Literal
"📊 Today: ${todaySteps.value} steps, Overall: ${overallSteps.value} steps, ${overallDays.value} days",Step Tracking Service (Common/Shared),"String Literal, Contains variable placeholder"
🏥 Fetching HealthKit baseline for today...,Step Tracking Service (Common/Shared),String Literal
🔐 Requesting health permissions...,Step Tracking Service (Common/Shared),String Literal
"⚠️ Health permissions denied, using local data",Step Tracking Service (Common/Shared),String Literal
); } // Update today,Step Tracking Service (Common/Shared),String Literal
✅ Today\,Step Tracking Service (Common/Shared),"String Literal, Likely button label - keep concise"
📦 Loaded from local: $_healthKitBaselineSteps steps,Step Tracking Service (Common/Shared),"String Literal, Contains variable placeholder"
"📦 No local data found for today, starting fresh",Step Tracking Service (Common/Shared),String Literal
❌ Error loading local data: $e,Step Tracking Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
🚶 Initializing pedometer...,Step Tracking Service (Common/Shared),"String Literal, Likely button label - keep concise"
✅ Pedometer initialized and available,Step Tracking Service (Common/Shared),String Literal
⚠️ Pedometer not available on this device,Step Tracking Service (Common/Shared),String Literal
❌ Error initializing pedometer: $e,Step Tracking Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
); } } /// Update today,Step Tracking Service (Common/Shared),String Literal
t subtract and re-add because it causes the,Step Tracking Service (Common/Shared),String Literal
); // Finalize yesterday,Step Tracking Service (Common/Shared),String Literal
✅ New day initialized: $newDate,Step Tracking Service (Common/Shared),"String Literal, Contains variable placeholder"
); // STEP 1: Write yesterday,Step Tracking Service (Common/Shared),String Literal
✍️ Writing yesterday\,Step Tracking Service (Common/Shared),"String Literal, Likely button label - keep concise"
✅ Yesterday\,Step Tracking Service (Common/Shared),"String Literal, Likely button label - keep concise"
"); } // STEP 2: Create final data for yesterday final yesterdayData = DailyStepData( date: yesterday, steps: todaySteps.value, distance: todayDistance.value, calories: todayCalories.value, activeMinutes: todayActiveTime.value, syncedAt: DateTime.now(), source:",Step Tracking Service (Common/Shared),String Literal
⏭️ Sync already in progress,Step Tracking Service (Common/Shared),String Literal
healthkit,Step Tracking Service (Common/Shared),"String Literal, Likely button label - keep concise"
❌ Sync error: $e,Step Tracking Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
); // Update today,Step Tracking Service (Common/Shared),String Literal
"re already inside the lock, so don",Step Tracking Service (Common/Shared),String Literal
✅ HealthKit sync applied successfully,Step Tracking Service (Common/Shared),"String Literal, Success message"
Today: ${todaySteps.value} steps,Step Tracking Service (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
Overall: ${overallSteps.value} steps,Step Tracking Service (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
❌ Error applying HealthKit sync: $e,Step Tracking Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
✅ Propagated health sync to races via coordinator,Step Tracking Service (Common/Shared),String Literal
⚠️ Could not propagate steps to races: $e,Step Tracking Service (Common/Shared),"String Literal, Contains variable placeholder"
🔄 Forcing HealthKit refresh...,Step Tracking Service (Common/Shared),String Literal
s real-time data /// Filters:,Step Tracking Service (Common/Shared),String Literal
Last 7 days,Step Tracking Service (Common/Shared),"String Literal, Likely button label - keep concise"
Last 30 days,Step Tracking Service (Common/Shared),"String Literal, Likely button label - keep concise"
Last 60 days,Step Tracking Service (Common/Shared),"String Literal, Likely button label - keep concise"
All time,Step Tracking Service (Common/Shared),"String Literal, Likely button label - keep concise"
📊 Getting statistics for filter: $filter,Step Tracking Service (Common/Shared),"String Literal, Contains variable placeholder"
); } return {,Step Tracking Service (Common/Shared),"String Literal, Contains variable placeholder"
": totalSteps,",Step Tracking Service (Common/Shared); Health Sync Service (Common/Shared),"String Literal, Likely button label - keep concise"
": totalDistance,",Step Tracking Service (Common/Shared),"String Literal, Likely button label - keep concise"
": totalDays,",Step Tracking Service (Common/Shared),"String Literal, Likely button label - keep concise"
": totalCalories,",Step Tracking Service (Common/Shared),"String Literal, Likely button label - keep concise"
); return false; } try { isManualSyncing.value = true; syncError.value = false; syncSuccess.value = false; syncProgress.value = 0.0; syncStatusMessage.value =,Step Tracking Service (Common/Shared),"String Literal, Contains variable placeholder, Error message, Success message"
); syncError.value = true; syncStatusMessage.value = syncResult.errorMessage ??,Step Tracking Service (Common/Shared),"String Literal, Question, Error message"
); syncError.value = true; syncStatusMessage.value =,Step Tracking Service (Common/Shared),"String Literal, Error message"
": isInitialized.value,",Step Tracking Service (Common/Shared); Pedometer Service (Common/Shared),"String Literal, Likely button label - keep concise"
": currentDate.value,",Step Tracking Service (Common/Shared),"String Literal, Likely button label - keep concise"
": todaySteps.value,",Step Tracking Service (Common/Shared),"String Literal, Likely button label - keep concise"
": _healthKitBaselineSteps,",Step Tracking Service (Common/Shared),"String Literal, Likely button label - keep concise"
": overallSteps.value,",Step Tracking Service (Common/Shared),"String Literal, Likely button label - keep concise"
": overallDays.value,",Step Tracking Service (Common/Shared),"String Literal, Likely button label - keep concise"
": canManualSync,",Step Tracking Service (Common/Shared),"String Literal, Likely button label - keep concise"
🏁 Joining race group: $raceId,Sinalr Firebase Method (Common/Shared),"String Literal, Contains variable placeholder"
✅ Successfully joined race group: $raceId,Sinalr Firebase Method (Common/Shared),"String Literal, Contains variable placeholder, Success message"
❌ Failed to join race group $raceId: $e,Sinalr Firebase Method (Common/Shared),"String Literal, Contains variable placeholder, Error message"
📊 Broadcasting leaderboard request for race: $raceId,Sinalr Firebase Method (Common/Shared),"String Literal, Contains variable placeholder"
✅ Leaderboard broadcast completed for race: $raceId,Sinalr Firebase Method (Common/Shared),"String Literal, Contains variable placeholder, Success message"
❌ Failed to broadcast leaderboard for race $raceId: $e,Sinalr Firebase Method (Common/Shared),"String Literal, Contains variable placeholder, Error message"
❌ Error in main race stream: $error,Sinalr Firebase Method (Common/Shared),"String Literal, Contains variable placeholder, Error message"
🔄 Started all race data streams for race: $raceId,Sinalr Firebase Method (Common/Shared),"String Literal, Contains variable placeholder"
leaderboard,Sinalr Firebase Method (Common/Shared); Guest Utils (Common/Shared),"String Literal, Likely button label - keep concise"
deadline,Sinalr Firebase Method (Common/Shared),"String Literal, Likely button label - keep concise"
seconds,Sinalr Firebase Method (Common/Shared),"String Literal, Likely button label - keep concise"
reason,Sinalr Firebase Method (Common/Shared),"String Literal, Likely button label - keep concise"
"📊 Processed main race update: ${participants.length} participants, Status=$statusId",Sinalr Firebase Method (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error processing main race stream update: $e,Sinalr Firebase Method (Common/Shared),"String Literal, Contains variable placeholder, Error message"
📈 Individual participant updated: ${participant.userName} (${participant.userId}),Sinalr Firebase Method (Common/Shared),"String Literal, Contains variable placeholder"
📊 Loaded initial leaderboard data: ${participants.length} participants,Sinalr Firebase Method (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error loading initial leaderboard data: $e,Sinalr Firebase Method (Common/Shared),"String Literal, Contains variable placeholder, Error message"
🔄 Retrying $streamType stream in 3 seconds...,Sinalr Firebase Method (Common/Shared),"String Literal, Contains variable placeholder"
created,Race State Machine (Common/Shared),"String Literal, Likely button label - keep concise"
ending,Race State Machine (Common/Shared),"String Literal, Likely button label - keep concise"
cancelled,Race State Machine (Common/Shared),"String Literal, Likely button label - keep concise"
❌ Race not found: $raceId,Race State Machine (Common/Shared),"String Literal, Contains variable placeholder"
⚠️ Invalid transition: Cannot move from status $currentStatus to SCHEDULED,Race State Machine (Common/Shared),"String Literal, Contains variable placeholder, Error message"
✅ Race $raceId transitioned to SCHEDULED,Race State Machine (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error transitioning to scheduled: $e,Race State Machine (Common/Shared),"String Literal, Contains variable placeholder, Error message"
Start Race,Race State Machine (Common/Shared),"String Literal, Likely button label - keep concise"
⚠️ Only organizer can start the race,Race State Machine (Common/Shared),String Literal
⚠️ Invalid transition: Cannot start race from status $currentStatus,Race State Machine (Common/Shared),"String Literal, Contains variable placeholder, Error message"
✅ Race $raceId transitioned to ACTIVE,Race State Machine (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error transitioning to active: $e,Race State Machine (Common/Shared),"String Literal, Contains variable placeholder, Error message"
⚠️ Invalid transition: Cannot move to ENDING from status $currentStatus,Race State Machine (Common/Shared),"String Literal, Contains variable placeholder, Error message"
✅ Race $raceId transitioned to ENDING via transaction (deadline: $deadline),Race State Machine (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error transitioning to ending: $e,Race State Machine (Common/Shared),"String Literal, Contains variable placeholder, Error message"
⚠️ Invalid transition: Cannot complete from status $currentStatus,Race State Machine (Common/Shared),"String Literal, Contains variable placeholder, Error message, Success message"
✅ Race $raceId transitioned to COMPLETED via transaction,Race State Machine (Common/Shared),"String Literal, Contains variable placeholder, Success message"
❌ Error transitioning to completed: $e,Race State Machine (Common/Shared),"String Literal, Contains variable placeholder, Error message, Success message"
✅ Race $raceId transitioned to CANCELLED: $reason,Race State Machine (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error transitioning to cancelled: $e,Race State Machine (Common/Shared),"String Literal, Contains variable placeholder, Error message"
❌ Error checking participants completion: $e,Race State Machine (Common/Shared),"String Literal, Contains variable placeholder, Error message"
❌ Error getting race status: $e,Race State Machine (Common/Shared),"String Literal, Contains variable placeholder, Error message"
⚠️ Race monitoring already active,Race State Machine (Common/Shared),String Literal
🚀 Starting scheduled race monitoring...,Race State Machine (Common/Shared),String Literal
✅ Scheduled race monitoring started,Race State Machine (Common/Shared),String Literal
🛑 Stopped scheduled race monitoring,Race State Machine (Common/Shared),String Literal
🔍 Checking ${querySnapshot.docs.length} scheduled races for auto-start,Race State Machine (Common/Shared),"String Literal, Contains variable placeholder"
09-10-2025 11:52 PM,Race State Machine (Common/Shared),"String Literal, Likely button label - keep concise"
MM-dd-yyyy hh:mm a,Race State Machine (Common/Shared),"String Literal, Likely button label - keep concise"
⚠️ Could not parse schedule time for race $raceId: $scheduleTimeField,Race State Machine (Common/Shared),"String Literal, Contains variable placeholder"
Tried ISO format and custom format (MM-dd-yyyy hh:mm a),Race State Machine (Common/Shared),String Literal
"⏰ Race $raceId schedule time reached (${scheduleTime}), starting automatically...",Race State Machine (Common/Shared),"String Literal, Contains variable placeholder"
