English Text,Screen/Context,Notes
) .doc(userId) .set({,Quick Race Service (Race Management),"String Literal, Contains variable placeholder, Likely button label - keep concise"
": userId,",Quick Race Service (Race Management),"String Literal, Likely button label - keep concise"
": displayName, // Changed from",Quick Race Service (Race Management),String Literal
": currentPosition?.latitude ?? 0.0,",Quick Race Service (Race Management),String Literal
": currentPosition?.longitude ?? 0.0,",Quick Race Service (Race Management),String Literal
rank,Quick Race Service (Race Management),"String Literal, Likely button label - keep concise"
progress,Quick Race Service (Race Management),"String Literal, Likely button label - keep concise"
active,Quick Race Service (Race Management),"String Literal, Likely button label - keep concise"
Quick race started!,Quick Race Service (Race Management),"String Literal, Likely button label - keep concise"
Failed to start race: $e,Quick Race Service (Race Management),"String Literal, Contains variable placeholder, Error message"
", arrayContains: currentUserId) .where(",Quick Race Service (Race Management),String Literal
", whereIn: [",Quick Race Service (Race Management),"String Literal, Likely button label - keep concise"
Race not found,Quick Race Service (Race Management),"String Literal, Likely button label - keep concise"
You are not in this race,Quick Race Service (Race Management),String Literal
Left quick race successfully,Quick Race Service (Race Management),"String Literal, Success message"
Failed to leave race: $e,Quick Race Service (Race Management),"String Literal, Contains variable placeholder, Error message"
